label,RMSE,MAE,NASA_Score,dataset,model,k,n_cycles,temperature,suffix
Llama-ZeroShot | FD001,61.74431147887229,51.82,43301.285651750615,FD001,Llama-ZeroShot,0,30,0.1,n30_run3
