label,RMSE,MAE,NASA_Score,dataset,model,k,n_cycles,temperature,suffix
Llama-ZeroShot | FD001,61.5223536610881,51.22,45986.944267409584,FD001,Llama-ZeroShot,0,30,0.1,n30_run4
